Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
16,0,37,5,9428,129,152,45,3,2,1,30,996.36,0
12,0,39,3,7113,95,171,36,3,1,1,30,999.0,0
0,0,11,0,1213,17,22,8,2,1,1,25,159.055,0
0,0,22,0,1550,31,25,14,2,1,1,25,181.475,0
1,0,32,2,1553,39,7,11,4,1,1,45,57.125,0
0,0,35,0,685,1,5,2,4,1,2,45,29.3,1
18,0,43,2,4510,81,38,29,3,1,1,30,321.44,0
2,0,34,0,2470,35,0,13,3,1,2,30,98.92,0
15,0,40,2,1623,55,45,21,4,1,1,45,152.7,0
20,0,24,2,6475,138,91,43,2,2,1,25,694.075,0
18,0,19,2,6080,137,81,40,2,2,1,25,612.59,0
8,0,35,1,2598,60,10,34,3,1,1,30,162.08,0
11,1,38,0,2328,60,49,41,3,1,2,30,295.96,1
0,0,35,0,623,8,0,10,3,1,2,30,24.96,1
0,0,36,1,2485,17,0,2,4,1,1,45,80.45,0
9,0,39,2,9485,130,155,50,3,1,1,30,1019.32,0
1,0,36,0,4195,51,0,14,3,1,1,30,171.12,0
5,0,39,1,6300,96,8,20,5,1,1,55,106.81,0
0,0,30,0,3225,21,493,7,3,1,1,30,2057.84,0
5,0,34,0,1195,27,1,6,3,1,2,30,51.6,0
3,0,28,2,1990,24,267,7,3,2,1,30,1145.88,0
2,0,33,0,2885,17,479,9,3,1,1,30,2014.32,0
6,0,35,0,1893,50,9,24,3,1,2,30,107.04,0
8,0,42,0,6660,98,16,23,4,1,1,45,242.35,0
11,0,41,1,6690,102,24,15,5,1,1,55,117.25,0
12,0,36,0,2225,47,174,14,3,1,1,30,806.64,0
0,0,36,0,1628,27,0,7,4,1,1,45,41.35,0
0,0,9,0,1395,16,0,6,3,1,1,30,60.84,0
2,0,33,0,3990,58,0,19,3,1,1,30,168.12,0
4,0,35,0,11580,154,0,41,3,1,1,30,459.32,0
0,1,36,0,4258,79,0,16,2,1,1,25,192.835,1
0,0,33,0,7093,122,386,37,2,1,1,25,2088.575,0
17,0,37,2,9115,125,208,46,3,1,1,30,1235.56,0
0,0,35,0,408,6,0,7,4,1,2,45,11.1,1
14,0,35,6,9278,121,137,45,3,2,1,30,933.6,0
21,0,20,2,6263,141,83,40,2,2,1,25,695.785,1
0,0,24,0,1263,32,37,93,4,1,1,45,134.075,0
0,0,6,1,1683,22,8,13,2,1,1,25,105.69,0
15,0,39,2,6963,96,12,33,2,1,1,25,373.31,0
0,0,33,0,13815,156,0,35,3,1,1,30,552.64,0
17,0,42,3,4823,97,69,31,3,1,1,30,487.12,0
0,0,37,0,5940,85,0,21,4,1,1,45,160.05,0
0,0,32,0,1680,41,31,21,3,1,2,30,195.8,0
24,0,31,0,1245,50,27,16,3,1,2,30,151.48,1
3,0,35,0,368,6,7,2,2,1,2,25,54.63,0
1,0,24,1,3320,63,15,24,3,1,1,30,215.84,0
14,0,21,0,9068,175,80,42,4,1,1,45,388.3,0
23,0,18,3,6998,151,102,45,2,2,1,25,758.35,0
18,0,33,1,15830,229,0,77,2,1,1,25,713.635,0
23,0,35,2,15855,235,48,33,3,1,1,30,820.44,0
0,0,36,1,4250,79,0,8,3,1,1,30,174.84,0
10,0,40,0,305,15,19,8,3,1,2,30,94.04,0
5,0,37,0,375,8,12,3,4,1,2,45,46.1,0
5,1,32,0,1283,18,14,4,3,1,2,30,108.08,1
13,0,40,2,4190,88,18,30,3,1,1,30,241.0,0
0,0,32,0,2085,43,293,18,3,1,1,30,1252.76,0
11,0,35,1,2553,57,52,31,3,1,1,30,300.48,0
18,0,42,3,9095,131,180,45,3,1,1,30,1047.28,0
20,0,46,4,8480,138,275,45,3,2,1,30,1405.24,0
20,0,35,3,8190,130,179,51,3,1,1,30,1037.0,0
13,1,36,0,3443,50,2,25,2,1,1,25,166.33,1
9,0,34,0,1758,26,0,3,2,1,2,25,78.72,0
0,0,33,0,270,3,7,3,2,1,2,25,48.295,0
16,0,24,2,14385,210,0,72,2,1,1,25,650.45,0
13,0,19,4,2868,48,45,19,3,1,1,30,301.88,0
10,0,29,2,1695,45,37,20,3,1,1,30,213.44,0
10,0,28,3,5970,65,242,24,3,1,1,30,1228.44,0
14,0,41,2,4130,86,13,29,3,1,1,30,210.84,0
5,0,9,3,4985,42,219,17,3,1,1,30,1059.88,0
0,0,41,0,1608,35,24,13,3,1,2,30,157.24,0
3,0,35,0,2175,48,159,19,3,1,1,30,735.12,0
8,0,19,2,2618,44,31,19,3,1,1,30,228.36,0
2,0,40,1,15513,184,140,38,3,1,1,30,1320.8,0
11,0,37,0,4533,72,0,12,2,1,1,25,227.845,0
20,0,39,3,6980,116,29,29,5,1,1,55,138.12,0
9,0,37,0,14053,167,13,46,3,1,1,30,571.88,0
13,0,45,2,1213,27,33,17,2,1,1,25,213.895,0
0,1,36,0,383,4,0,5,2,1,2,25,18.995,1
10,1,41,1,3570,38,498,10,3,1,1,30,2106.04,0
1,0,31,0,1988,31,31,28,3,1,2,30,197.44,0
0,1,7,0,1330,15,46,14,2,2,1,25,257.765,1
0,1,33,0,1500,10,25,8,4,1,2,45,85.75,1
3,0,35,0,13873,156,0,41,3,1,1,30,579.24,0
10,0,35,2,4798,69,13,43,1,1,1,15,291.705,0
17,0,37,0,580,31,13,9,4,1,2,45,54.2,1
13,1,33,0,2798,48,36,32,3,1,2,30,269.76,1
5,0,6,0,3153,25,503,2,3,1,1,30,2105.32,0
13,0,38,0,2373,56,366,23,3,1,1,30,1574.2,0
0,0,37,0,0,0,0,0,2,1,2,25,0.0,0
0,0,36,0,6315,82,1,16,4,1,1,45,160.25,0
9,0,38,1,3090,33,482,9,4,1,1,45,1341.275,0
8,0,40,0,1493,35,7,22,3,1,2,30,88.24,0
10,0,44,0,1263,21,26,18,3,1,2,30,153.0,0
17,0,40,2,9605,125,144,45,3,1,1,30,942.36,0
0,0,37,0,1145,11,0,3,3,1,1,30,50.6,0
0,0,3,0,2090,6,299,2,2,1,1,25,1411.51,0
12,0,37,1,2758,60,315,25,3,1,1,30,1477.68,0
5,0,34,0,935,13,20,10,3,1,2,30,115.24,0
1,0,32,0,2123,53,2,30,2,1,1,25,117.8,0
6,0,36,1,3965,85,23,26,3,1,1,30,240.6,0
5,0,33,1,11155,148,180,45,3,1,1,30,1057.6,0
0,0,16,0,1390,15,14,2,2,1,1,25,118.3,1
0,0,36,0,1088,15,0,12,3,1,1,30,45.12,0
26,0,39,3,15360,227,76,51,3,1,1,30,916.4,0
9,0,35,3,7015,103,31,29,5,1,1,55,148.295,0
2,0,35,0,1478,21,1,6,4,1,2,45,43.9,0
8,0,40,1,2233,62,56,31,3,1,1,30,315.32,0
0,0,34,0,933,5,12,2,5,1,1,55,22.275,0
0,0,10,1,1248,18,0,6,3,1,1,30,50.8,1
0,0,37,0,1645,21,0,5,3,1,1,30,65.36,0
15,0,26,1,15570,228,0,78,2,1,1,25,714.245,0
0,1,30,0,0,0,0,0,2,1,2,25,0.0,1
13,0,35,3,7410,127,300,39,3,1,1,30,1525.04,0
7,0,33,0,1070,19,0,5,3,1,2,30,43.72,0
16,0,45,1,2753,66,9,42,2,1,1,25,168.325,0
17,0,41,3,953,24,17,10,3,1,1,30,105.04,1
31,0,42,6,15795,243,86,35,3,2,1,30,924.76,0
15,1,37,0,305,16,2,1,5,1,2,55,7.82,1
0,0,35,0,405,8,7,1,4,1,2,45,30.375,0
25,0,31,4,15740,231,6,80,2,2,1,25,767.62,0
0,0,26,0,605,2,0,7,4,1,2,45,16.4,1
12,0,35,1,1973,47,58,12,3,1,1,30,303.0,0
5,0,34,0,1453,43,14,15,2,1,2,25,122.575,0
12,0,43,0,6588,97,12,5,2,1,1,25,355.73,0
1,0,30,0,3355,60,7,20,2,1,1,25,177.07,0
6,0,36,1,2858,62,19,33,5,1,1,55,112.135,0
0,0,39,0,415,8,0,1,3,1,2,30,16.48,1
0,0,34,0,1513,32,173,12,2,1,1,25,847.135,0
19,0,23,2,15230,225,0,70,2,1,1,25,700.28,0
0,0,35,0,2380,61,141,29,3,1,1,30,712.08,0
18,0,18,0,6598,142,79,43,2,2,1,25,623.46,0
0,0,22,0,1320,26,21,15,2,1,1,25,165.015,0
8,0,37,2,1858,44,42,27,2,1,1,25,307.585,0
0,0,32,0,2753,58,0,30,1,1,1,15,155.495,0
31,0,40,4,15140,232,62,49,3,1,1,30,848.52,0
1,0,29,0,675,15,13,7,2,1,2,25,85.08,0
12,0,37,0,4898,79,7,13,2,1,1,25,255.765,0
5,0,41,0,423,13,0,4,3,1,2,30,18.24,1
3,0,7,1,7038,135,406,42,4,1,1,45,835.65,0
7,0,36,1,2598,45,39,26,4,1,1,45,171.3,0
0,0,9,0,973,12,22,8,3,1,2,30,123.92,0
0,0,31,0,3125,21,466,8,3,1,1,30,1964.48,0
12,1,39,0,4303,68,5,33,1,1,1,15,286.14,1
2,0,41,0,2673,72,1,37,1,1,1,15,157.155,0
1,0,34,0,1618,26,0,8,3,1,1,30,67.2,0
19,0,30,2,15000,227,37,29,3,1,1,30,769.88,0
10,0,36,0,5518,90,0,12,2,1,1,25,259.69,0
4,0,38,0,1435,37,21,20,4,1,2,45,84.3,0
0,0,34,0,1363,23,16,3,2,1,1,25,132.69,0
16,0,39,2,6483,75,102,38,2,1,1,25,761.375,0
15,1,40,0,2570,62,52,24,3,1,2,30,307.24,1
0,0,28,0,0,0,0,0,3,1,1,30,0.0,0
4,0,32,0,3213,52,0,10,2,1,1,25,144.67,0
7,0,36,0,5393,88,0,14,2,1,1,25,252.205,0
6,0,35,0,2285,30,167,15,3,1,1,30,830.24,0
0,0,34,0,0,0,0,0,3,1,2,30,0.0,1
0,0,35,0,0,0,0,0,2,1,2,25,0.0,0
13,0,34,0,1145,22,18,8,4,1,2,45,76.45,0
6,0,29,2,1880,50,310,22,3,2,1,30,1329.96,0
1,0,35,0,6045,71,179,22,3,1,1,30,953.96,0
1,0,21,0,875,26,1,6,3,1,1,30,37.16,0
17,0,39,2,9810,129,155,49,3,2,1,30,1025.8,0
3,0,20,0,5020,82,0,22,4,1,1,45,142.25,0
5,0,41,1,328,6,7,3,5,1,1,55,17.15,0
0,0,37,0,1028,12,0,9,2,1,2,25,51.19,0
12,0,43,1,5878,96,31,21,3,1,1,30,363.44,0
0,0,34,0,0,0,0,0,3,1,2,30,0.0,1
8,0,39,0,2598,61,7,35,1,1,1,15,186.51,0
19,0,44,3,4960,91,36,31,3,1,1,30,358.68,0
2,0,38,0,2830,22,1,17,3,1,1,30,122.64,0
10,0,42,1,2268,61,45,35,4,1,1,45,175.725,0
0,0,34,0,523,2,0,1,3,1,2,30,21.4,1
11,0,43,3,7820,129,376,46,3,2,1,30,1990.44,0
4,0,40,0,2528,57,0,33,1,1,1,15,142.84,0
11,0,38,2,1480,42,35,17,2,1,1,25,225.79,0
7,0,37,0,1683,30,46,29,3,1,2,30,253.68,0
14,0,16,0,8702,169,77,40,4,1,1,45,380.075,0
8,0,36,0,3650,75,0,20,3,1,1,30,152.52,0
8,0,41,0,2638,70,7,19,3,1,2,30,143.96,1
1,0,30,0,7410,101,16,21,5,1,1,55,129.86,0
4,0,38,1,3820,82,8,32,3,1,1,30,193.28,0
9,0,41,2,3850,67,17,30,3,1,1,30,224.92,0
14,0,41,2,4695,78,19,28,3,1,1,30,270.56,0
10,0,43,2,4670,94,9,32,3,1,1,30,221.08,0
9,0,38,4,1845,55,278,24,3,2,1,30,1169.8,0
6,0,38,0,2528,60,4,25,1,1,1,15,144.94,0
0,0,34,0,433,7,0,5,3,1,2,30,18.2,1
1,0,36,0,3355,68,0,23,2,1,1,25,153.635,0
2,0,29,0,710,11,15,5,3,1,2,30,91.12,0
0,0,36,0,0,0,0,0,2,1,2,25,0.0,1
7,0,38,0,2368,54,396,22,3,1,1,30,1593.8,0
15,0,28,0,600,31,16,13,2,1,2,25,100.14,0
6,0,27,0,615,22,7,7,2,1,2,25,59.42,1
0,0,36,0,515,7,0,6,3,1,2,30,21.28,1
1,0,7,0,788,9,8,10,2,1,1,25,68.345,0
8,0,45,1,1245,25,32,7,4,1,1,45,117.825,0
3,0,39,1,2565,48,297,20,2,1,1,25,1518.39,0
12,0,33,0,2380,38,16,14,3,1,2,30,165.72,1
0,0,37,0,0,0,0,0,3,1,2,30,0.0,1
22,0,41,3,14590,184,47,41,3,1,1,30,764.16,0
18,0,39,7,10260,87,0,40,4,1,1,45,258.575,0
2,0,33,0,4713,89,0,23,2,1,1,25,213.45,0
15,0,14,1,9513,177,99,47,5,1,1,55,291.845,0
0,0,36,0,1228,18,0,10,4,1,1,45,28.075,0
1,0,30,0,6753,61,92,34,2,1,1,25,682.41,0
6,0,39,2,6828,110,276,37,2,2,1,25,1569.775,0
0,0,20,0,935,38,170,7,2,2,1,25,801.155,0
0,0,35,0,5708,86,0,13,2,1,1,25,253.96,0
0,0,38,0,0,0,0,0,2,1,2,25,0.0,1
9,0,40,2,4320,77,33,30,3,1,1,30,304.72,0
0,0,41,0,470,7,1,2,2,1,2,25,28.81,0
6,0,33,2,7130,103,17,22,5,1,1,55,148.82,0
0,0,37,0,3420,57,0,8,3,1,1,30,146.24,0
4,0,9,2,1653,18,7,5,5,1,1,55,38.125,0
4,0,38,0,760,14,14,12,3,1,2,30,88.44,0
2,1,33,0,1833,40,27,19,2,1,2,25,205.85,1
24,0,35,7,10895,86,0,41,4,1,1,45,270.225,0
11,0,39,0,2565,48,0,7,4,1,2,45,80.525,0
5,0,34,1,6813,110,29,35,2,1,1,25,397.235,0
5,1,36,0,2158,44,34,40,3,1,2,30,228.44,1
11,0,42,1,5990,97,17,20,4,1,1,45,203.05,0
19,0,45,3,3085,78,385,31,3,1,1,30,1647.96,0
3,0,36,1,1488,23,7,15,3,1,1,30,86.08,0
0,0,22,0,0,0,0,0,2,1,2,25,0.0,1
3,0,33,0,1885,44,32,16,2,1,2,25,222.135,0
10,0,17,1,6398,143,78,42,2,2,1,25,647.89,0
8,0,36,0,11910,160,10,41,4,1,1,45,338.525,0
3,0,34,1,6190,99,3,20,5,1,1,55,111.78,0
12,0,38,0,2448,60,63,29,3,1,2,30,367.32,0
8,0,39,0,978,20,17,2,4,1,2,45,67.95,0
14,0,36,2,5703,98,30,35,2,1,1,25,404.275,0
30,1,35,0,1375,43,15,17,2,1,2,25,128.695,1
2,0,35,0,5105,81,15,22,2,1,1,25,291.115,0
0,0,24,0,6375,72,183,24,3,1,1,30,988.36,0
3,0,37,0,1980,48,283,14,3,1,1,30,1203.32,0
9,0,26,0,810,27,18,11,2,1,1,25,121.88,0
6,0,25,0,3205,57,15,18,3,1,1,30,218.48,0
5,0,33,0,1735,24,151,8,3,1,1,30,718.04,0
0,0,39,0,2813,63,0,39,1,1,1,15,166.545,0
10,0,36,2,4985,77,18,23,3,1,1,30,262.52,0
16,0,39,2,5308,96,33,42,2,1,1,25,373.24,0
9,0,38,0,3505,79,19,22,2,1,1,25,259.54,0
1,0,23,0,345,1,7,3,2,1,2,25,51.81,1
7,0,38,1,7003,75,100,37,2,2,1,25,766.14,0
0,0,13,0,4330,44,211,11,3,1,1,30,1001.76,0
28,0,30,3,16380,241,7,79,2,1,1,25,765.09,0
0,0,40,0,458,19,7,11,3,1,2,30,45.84,0
0,0,28,0,0,0,0,0,4,1,1,45,0.0,0
5,0,37,0,1190,20,4,8,2,1,2,25,71.805,0
16,0,44,2,4098,89,56,38,3,1,1,30,400.32,0
12,0,35,7,11165,31,33,33,3,2,1,30,728.96,0
5,0,38,0,1763,42,38,30,3,1,2,30,217.0,0
7,0,34,0,13145,166,0,42,3,1,1,30,530.4,0
6,0,39,2,7180,124,357,47,3,1,1,30,1608.96,0
12,0,18,0,9388,175,94,42,4,1,1,45,427.8,0
6,0,26,0,1650,41,36,14,4,1,2,45,131.875,1
4,0,39,0,3620,79,15,28,2,1,1,25,220.21,0
7,0,39,0,848,10,0,3,3,1,2,30,34.44,0
10,0,38,2,6500,76,100,24,3,1,1,30,691.76,0
7,0,32,0,1015,31,17,14,3,1,2,30,111.32,0
9,0,38,0,1478,22,18,18,3,1,2,30,142.04,0
15,0,38,2,6503,114,43,28,3,1,1,30,450.92,0
0,0,37,0,0,0,0,0,2,1,2,25,0.0,0
3,0,38,0,2018,42,2,27,1,1,1,15,121.335,0
13,0,18,2,2853,45,25,16,3,1,1,30,201.56,0
7,1,34,0,498,11,10,8,3,1,2,30,67.88,1
31,1,40,4,15550,236,66,37,3,2,1,30,931.48,0
0,0,20,0,0,0,0,0,4,1,2,45,0.0,1
5,0,39,2,1640,48,278,16,2,2,1,25,1322.86,0
11,0,38,2,1685,46,30,23,2,1,1,25,203.335,0
0,0,34,0,0,0,0,0,3,1,2,30,0.0,1
0,0,34,0,0,0,0,0,4,1,1,45,0.0,0
14,1,34,0,2273,49,45,22,3,1,2,30,265.52,1
0,0,36,0,3970,68,0,17,3,1,1,30,166.12,0
2,0,32,1,7105,104,23,18,5,1,1,55,138.415,0
0,0,30,0,0,0,0,0,2,1,2,25,0.0,1
3,0,20,0,820,18,19,10,2,1,1,25,123.055,0
11,0,43,2,3400,41,271,18,4,1,1,45,840.475,0
3,0,39,0,1430,27,39,17,3,1,2,30,204.44,0
0,0,36,0,325,1,3,2,2,1,2,25,21.835,0
0,0,27,0,0,0,0,0,4,1,2,45,0.0,1
9,0,38,1,3473,82,7,29,3,1,1,30,174.84,0
10,0,32,0,875,19,5,4,2,1,2,25,64.955,0
0,0,36,0,1523,36,7,5,5,1,1,55,27.595,0
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1
16,0,9,2,4540,49,275,8,3,1,1,30,1222.2,0
22,1,36,0,638,45,9,6,3,1,2,30,68.88,1
13,1,36,0,3485,50,25,23,2,1,2,25,286.42,0
29,0,29,3,16340,238,0,82,2,1,1,25,759.495,0
12,0,35,0,738,21,44,12,3,1,2,30,207.36,0
16,0,19,2,6923,155,110,46,2,2,1,25,795.415,0
15,0,34,2,3738,87,38,32,1,1,1,15,392.83,0
4,0,42,3,7010,118,265,33,3,2,1,30,1370.8,0
1,0,35,0,1185,25,28,12,2,1,2,25,191.495,0
13,0,45,1,3080,71,336,30,2,1,1,25,1644.015,0
31,0,38,3,15285,232,42,30,3,1,1,30,837.8,0
10,0,40,1,4235,70,0,23,3,1,1,30,163.28,0
0,1,36,0,2598,47,0,12,3,1,2,30,112.96,1
21,0,40,3,3050,69,317,32,2,1,1,25,1558.695,0
13,0,42,3,2943,70,192,35,3,1,1,30,938.2,0
4,0,22,0,960,28,14,11,2,1,1,25,109.09,0
6,0,37,1,4130,84,0,26,3,1,1,30,164.88,0
3,0,37,0,2358,62,0,28,2,1,1,25,117.75,0
0,1,37,0,0,0,0,0,3,1,2,30,0.0,1
30,1,36,0,1560,60,41,24,2,1,2,25,255.13,1
13,0,28,0,1540,31,20,8,3,1,2,30,143.6,0
7,0,21,0,1920,35,30,16,3,1,1,30,187.24,0
8,0,20,3,2565,39,28,19,3,1,1,30,218.36,0
0,0,34,0,0,0,0,0,4,1,2,45,0.0,0
7,0,38,0,2175,62,273,28,2,1,1,25,1497.86,0
10,0,36,1,4370,75,16,19,3,1,1,30,258.88,0
7,0,37,0,2713,68,20,27,4,1,2,45,117.55,0
8,1,36,0,2278,57,12,29,1,1,2,15,199.965,1
0,1,36,0,13920,165,0,44,3,1,1,30,553.68,0
23,1,44,0,6333,109,47,23,2,1,1,25,512.775,0
3,0,21,0,400,14,14,10,2,1,2,25,90.105,0
9,0,42,2,4660,82,36,29,3,1,1,30,342.96,0
0,0,31,0,3705,70,0,20,3,1,1,30,140.52,0
5,0,35,2,5573,89,12,29,2,1,1,25,315.29,0
5,0,34,0,2078,52,43,36,4,1,2,45,179.175,0
22,0,34,3,9515,129,155,46,3,1,1,30,979.92,0
14,0,15,0,8863,170,65,42,4,1,1,45,371.375,0
13,1,34,0,2573,42,25,36,3,1,2,30,194.32,1
10,0,40,1,3425,36,483,14,3,1,1,30,2117.6,0
10,0,35,2,6873,94,19,28,2,1,1,25,369.095,0
8,0,42,1,6653,95,16,32,2,1,1,25,379.955,0
1,0,35,0,2053,36,0,21,3,1,1,30,87.6,0
0,0,36,0,6100,70,164,23,3,1,1,30,880.92,0
0,0,36,0,12980,160,0,42,3,1,1,30,493.48,0
17,0,29,6,1670,37,32,20,4,1,1,45,127.05,0
14,0,10,1,7562,153,51,37,5,1,1,55,222.77,0
15,0,42,3,2333,64,488,27,3,1,1,30,2037.48,0
2,0,31,0,2690,58,154,22,3,1,1,30,766.76,0
8,0,38,2,3660,31,491,13,3,1,1,30,2104.88,0
12,0,37,1,3585,83,16,29,3,1,1,30,217.52,0
8,0,33,1,6503,101,17,17,2,1,1,25,359.84,0
10,0,42,3,5978,96,14,29,3,1,1,30,297.52,0
2,0,38,0,2658,63,0,23,1,1,1,15,146.255,0
8,1,36,0,4685,76,25,23,3,1,2,30,293.32,1
4,0,38,1,7428,121,392,45,3,1,1,30,1990.08,0
0,0,34,0,1353,32,15,18,3,1,1,30,121.28,0
0,0,33,0,6915,91,1,16,5,1,1,55,98.955,0
0,0,33,0,313,1,0,2,3,1,2,30,12.6,1
9,0,37,1,2965,39,269,16,3,1,1,30,1209.36,0
7,0,38,0,2968,65,4,34,1,1,1,15,205.565,0
10,0,37,1,4093,69,6,45,1,1,1,15,282.25,0
8,0,38,1,2283,54,18,25,2,1,1,25,180.73,0
0,0,39,0,333,2,1,2,2,1,2,25,20.55,0
0,0,27,0,0,0,0,0,2,1,2,25,0.0,0
5,0,12,3,2757,39,24,8,4,1,1,45,100.75,0
7,0,37,1,1578,26,16,16,3,1,1,30,130.12,0
11,0,36,0,3978,54,0,33,1,1,1,15,233.28,0
0,0,22,0,1360,20,31,15,2,1,1,25,196.085,0
4,0,28,0,875,20,5,8,2,1,1,25,70.44,0
16,0,42,3,5878,96,29,32,1,1,1,15,479.44,0
1,0,39,0,1333,28,30,19,3,1,2,30,185.8,0
0,0,6,0,1570,17,12,11,3,1,1,30,97.2,0
0,0,35,0,1733,24,1,10,3,1,1,30,74.2,0
31,0,45,6,15285,237,92,36,3,2,1,30,949.96,0
0,0,30,0,0,0,0,0,4,1,1,45,0.0,0
16,0,10,1,6508,143,70,39,2,2,1,25,562.14,0
12,0,24,0,1150,41,36,16,2,1,1,25,218.325,0
3,0,33,0,3070,54,0,18,3,1,1,30,119.84,0
20,0,30,0,840,43,14,12,3,1,2,30,92.76,0
8,0,42,0,713,23,5,6,2,1,2,25,54.14,1
11,0,38,0,2258,53,42,27,3,1,2,30,243.28,1
5,0,36,0,285,6,0,2,3,1,2,30,12.52,1
0,0,31,0,0,0,0,0,2,1,2,25,0.0,1
12,0,42,2,4635,88,23,28,3,1,1,30,280.08,0
0,0,33,0,2110,31,168,18,3,1,1,30,800.16,0
5,0,23,0,2805,47,16,16,3,1,1,30,163.08,0
0,0,24,0,1523,35,37,34,3,1,2,30,212.8,0
3,0,36,0,4005,69,0,31,1,1,1,15,223.25,0
5,0,37,0,4005,63,0,14,3,1,1,30,162.48,0
0,1,36,0,528,4,9,7,2,1,2,25,66.09,1
0,0,35,0,6285,61,91,30,2,1,1,25,661.79,0
4,1,34,2,6048,98,23,32,2,1,1,25,393.995,0
8,0,38,0,2175,50,363,22,3,1,1,30,1548.4,0
15,0,36,0,3080,48,21,19,3,1,2,30,203.92,0
0,0,37,0,1013,16,0,18,2,1,1,25,50.685,0
3,0,25,1,1755,39,29,83,4,1,1,45,102.425,0
15,0,38,2,5928,91,22,29,2,1,1,25,373.855,0
14,0,39,2,4430,83,30,29,3,1,1,30,280.04,0
8,0,14,0,8657,166,58,40,4,1,1,45,370.3,0
13,0,39,0,3573,51,7,35,1,1,1,15,225.565,0
12,0,40,3,3110,38,195,10,4,1,1,45,637.075,0
9,0,44,0,2798,65,20,40,3,1,2,30,209.72,0
0,0,39,0,0,0,0,0,3,1,2,30,0.0,0
1,0,35,0,1975,45,278,22,2,1,1,25,1462.08,0
4,0,34,0,2100,38,313,15,3,1,1,30,1538.52,0
0,0,31,1,590,10,2,7,2,1,1,25,35.185,0
12,0,35,4,9678,127,142,44,3,2,1,30,929.92,0
0,0,38,0,1075,16,9,8,2,1,1,25,91.555,0
17,0,18,2,9313,181,111,45,5,1,1,55,251.06,0
12,0,42,2,5310,96,32,23,4,1,1,45,208.25,0
0,1,7,1,2303,29,0,11,3,1,1,30,97.8,1
18,0,37,1,14493,216,5,32,3,1,1,30,656.8,0
4,0,34,0,2073,49,14,36,2,1,2,25,154.835,0
8,0,38,1,4065,78,21,38,2,1,1,25,291.28,0
17,0,36,3,9070,122,139,46,3,1,1,30,941.4,0
10,0,40,2,4555,81,3,27,3,1,1,30,195.88,0
14,0,46,2,3235,50,267,23,3,1,1,30,1224.52,0
1,0,7,1,2085,19,0,5,3,1,1,30,89.96,0
2,0,35,0,13773,166,0,40,3,1,1,30,550.52,0
10,0,38,1,1008,18,11,6,4,1,1,45,51.375,0
