Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
11,0,36,1,6958,75,90,29,2,1,1,25,741.335,0
2,0,37,0,3843,82,0,28,2,1,1,25,163.52,0
1,0,39,0,0,0,0,0,2,1,2,25,0.0,0
23,0,33,3,15470,228,60,80,2,1,1,25,880.875,0
5,0,37,0,1463,22,13,17,3,1,2,30,108.96,0
3,0,31,0,2110,39,44,22,4,1,2,45,191.95,1
19,0,44,3,4735,97,24,32,3,1,1,30,301.12,0
12,0,38,4,6795,100,26,27,5,1,1,55,132.92,0
0,0,34,0,6900,98,0,11,4,1,1,45,168.225,0
1,0,11,1,1908,28,9,7,3,1,1,30,111.4,1
7,0,29,1,2180,36,28,21,3,1,1,30,192.8,0
15,0,30,2,11050,154,27,49,4,1,1,45,348.425,0
5,0,37,0,2988,62,20,25,3,1,1,30,227.04,0
0,0,34,0,1693,31,0,11,3,1,1,30,67.4,0
7,0,41,3,6913,117,283,38,3,1,1,30,1513.2,0
8,0,38,2,8425,118,139,33,3,1,1,30,913.6,0
2,0,33,0,6765,76,177,17,2,1,1,25,1041.52,0
0,0,20,0,0,0,0,0,4,1,1,45,0.0,0
4,0,31,0,6575,91,185,24,4,1,1,45,615.825,0
8,1,41,0,2145,41,53,23,3,1,2,30,279.36,1
3,0,11,1,2597,35,18,17,3,1,1,30,170.36,0
13,0,37,2,2838,46,36,35,3,1,1,30,251.32,0
10,0,29,1,1520,33,18,61,4,1,1,45,91.375,0
20,0,36,1,15025,221,0,66,2,1,1,25,702.21,0
9,0,35,2,3610,72,7,29,2,1,1,25,181.45,0
21,0,36,4,9875,134,159,49,3,1,1,30,1032.88,0
8,0,15,3,2882,43,25,19,3,1,1,30,213.12,0
12,0,42,1,4540,70,13,19,3,1,1,30,224.44,0
4,0,36,0,2285,19,476,3,2,1,1,25,210.63,0
0,0,33,0,1373,14,0,1,2,1,2,25,61.54,0
15,1,38,0,2668,56,70,28,3,1,2,30,376.04,1
9,0,42,2,11920,166,29,54,4,1,1,45,390.125,0
2,0,37,1,728,5,18,4,5,1,1,55,37.47,0
1,0,36,0,203,2,0,2,2,1,2,25,10.16,0
2,0,35,1,4090,77,16,26,2,1,1,25,252.425,0
15,0,41,2,13980,177,18,56,4,1,1,45,401.675,0
10,0,41,0,4040,51,8,17,3,1,1,30,198.68,0
11,0,43,0,2153,55,339,31,3,1,1,30,1547.2,0
9,0,36,2,4785,81,28,31,4,1,1,45,229.15,0
5,0,28,1,1870,39,28,17,3,1,1,30,184.6,0
0,0,36,0,2558,53,0,16,2,1,1,25,121.96,0
0,0,35,1,1160,21,24,10,5,1,1,55,52.675,0
0,0,31,0,405,7,0,2,4,1,2,45,10.5,1
0,0,36,0,460,2,0,3,2,1,2,25,21.2,1
3,0,34,0,5403,89,2,30,1,1,1,15,324.485,0
9,0,41,0,4253,83,30,26,2,1,1,25,314.075,1
0,0,31,0,13133,156,0,42,3,1,1,30,524.96,0
7,0,38,1,4400,85,35,29,3,1,1,30,317.8,0
0,0,40,0,70,10,21,7,4,1,2,45,68.175,1
15,0,40,4,8613,135,138,43,3,2,1,30,902.4,0
0,0,33,0,3155,23,2,14,3,1,1,30,139.84,0
7,0,38,0,2115,38,16,14,3,1,2,30,147.72,0
5,0,35,0,2073,51,335,22,2,1,1,25,1529.045,0
10,0,36,4,7270,109,24,32,5,1,1,55,160.55,0
4,0,33,0,3640,71,31,26,3,1,1,30,280.76,0
13,0,29,0,845,36,9,11,2,1,2,25,76.48,1
1,0,35,0,2810,49,1,14,3,1,1,30,124.76,0
0,0,26,0,3000,54,0,21,4,1,1,45,81.25,0
18,0,28,2,15745,234,47,28,2,1,1,25,865.48,0
18,0,38,1,7338,121,41,36,2,1,1,25,531.76,0
9,0,38,2,11245,152,7,48,4,1,1,45,305.8,0
11,0,41,3,6623,105,36,26,3,1,1,30,391.04,0
13,0,26,0,1125,29,12,5,2,1,2,25,100.28,0
5,0,42,1,2018,39,30,22,4,1,1,45,120.75,0
2,0,32,0,5933,88,0,10,2,1,1,25,282.575,1
0,0,35,0,2480,16,0,12,2,1,1,25,113.045,0
0,0,36,0,2543,59,1,28,2,1,1,25,126.54,0
11,0,38,0,3018,61,7,36,1,1,1,15,197.83,0
5,0,18,3,2428,41,36,8,3,1,1,30,221.48,0
11,0,11,1,4725,42,225,13,3,1,1,30,1077.08,0
0,0,36,0,6700,99,189,19,3,1,1,30,1015.04,0
4,0,13,1,1643,22,0,4,3,1,1,30,67.92,1
0,0,21,0,635,4,7,2,2,1,1,25,59.895,0
18,0,38,2,6638,114,33,39,2,1,1,25,438.99,0
1,0,36,2,5070,88,24,27,3,1,1,30,281.84,0
6,0,37,0,2505,42,28,28,3,1,2,30,211.08,0
12,0,44,2,11045,153,19,57,4,1,1,45,345.675,0
5,0,41,0,1675,45,42,21,3,1,2,30,231.44,1
10,0,44,4,6805,107,243,25,3,2,1,30,1275.72,0
16,0,39,0,3470,66,29,23,3,1,2,30,278.88,0
27,0,33,4,16025,236,27,84,2,1,1,25,820.83,0
0,0,31,0,6005,76,179,17,3,1,1,30,927.64,0
13,0,20,0,1160,38,7,14,2,1,1,25,92.445,0
5,0,37,0,520,8,12,6,3,1,2,30,60.2,1
0,0,20,0,0,0,0,0,2,1,2,25,0.0,1
0,0,32,0,0,0,0,0,2,1,2,25,0.0,0
0,0,32,0,0,0,0,0,3,1,2,30,0.0,1
6,0,35,0,3193,65,2,35,1,1,1,15,200.52,0
0,0,32,1,4650,83,0,30,3,1,1,30,197.52,0
0,0,30,0,0,0,0,0,2,1,2,25,0.0,0
0,0,34,0,0,0,0,0,3,1,2,30,0.0,1
17,0,39,4,9140,127,168,52,3,2,1,30,1028.72,0
5,0,38,1,3745,33,482,11,3,1,1,30,2147.28,0
0,0,15,0,2063,30,16,13,2,1,1,25,153.265,0
1,0,37,0,615,11,22,5,4,1,2,45,74.225,0
8,0,41,0,4225,76,7,16,3,1,1,30,200.96,0
8,0,15,2,2973,45,7,18,3,1,1,30,159.44,0
0,0,36,0,1685,39,45,21,4,1,2,45,172.8,1
13,0,35,1,4795,92,16,19,3,1,1,30,273.72,0
11,0,35,0,6923,91,19,11,2,1,1,25,392.775,1
1,0,40,0,2068,62,0,8,3,1,1,30,82.96,0
0,0,21,0,733,22,10,31,2,1,1,25,74.395,0
8,0,31,0,1433,33,29,16,2,1,2,25,188.6,0
0,0,7,0,530,7,20,6,2,1,1,25,122.83,0
0,0,36,0,1498,41,32,31,2,1,2,25,220.955,1
0,1,32,0,6785,109,48,22,2,1,1,25,490.665,0
8,0,39,1,1635,24,19,8,5,1,1,55,51.485,0
0,0,31,0,1180,21,35,15,4,1,2,45,121.675,0
4,0,35,1,1978,41,32,74,5,1,1,55,71.82,0
4,0,41,0,2478,59,16,30,2,1,1,25,183.42,0
9,0,37,0,12980,166,7,42,3,1,1,30,566.04,0
2,0,40,0,623,15,28,6,3,1,2,30,128.12,0
2,0,30,0,955,16,1,4,3,1,2,30,41.08,1
13,0,39,0,3358,68,0,32,1,1,1,15,197.455,0
5,0,36,3,725,10,26,6,5,1,1,55,49.295,0
5,0,33,0,12030,157,0,42,3,1,1,30,457.0,0
0,0,31,0,635,1,1,4,2,1,2,25,33.595,1
7,0,38,2,3155,69,7,30,3,1,1,30,163.84,0
5,0,39,0,810,11,11,6,4,1,2,45,45.8,1
14,0,43,1,4100,87,15,23,3,1,1,30,227.04,0
5,0,38,1,6975,88,246,27,3,1,1,30,1263.24,0
6,0,37,0,305,8,8,2,3,1,2,30,45.4,0
3,0,9,1,7713,137,372,43,3,1,1,30,1974.72,0
13,1,34,0,2553,54,43,30,3,1,2,30,269.32,1
20,0,42,1,4750,78,7,21,3,1,1,30,212.56,0
11,0,41,2,3895,72,30,39,3,1,1,30,261.84,0
8,0,22,1,2035,34,25,19,2,1,1,25,200.155,0
13,0,36,2,8833,118,74,41,3,1,1,30,650.28,0
0,0,35,1,2510,26,9,12,3,1,1,30,145.2,0
3,0,24,0,1383,37,31,77,4,1,1,45,104.975,0
0,0,32,0,2920,12,0,5,3,1,1,30,115.76,0
5,0,35,0,2043,51,8,25,2,1,2,25,135.255,1
7,0,38,0,750,12,13,5,4,1,2,45,54.525,1
1,0,42,0,7213,129,373,44,2,1,1,25,2023.28,0
0,0,30,0,2815,18,459,4,3,1,1,30,1971.76,0
2,0,26,1,1403,43,27,68,4,1,1,45,86.1,0
2,0,34,0,3620,66,16,20,2,1,1,25,243.81,0
0,0,33,0,1133,14,0,6,2,1,1,25,52.75,0
0,0,40,0,6393,102,29,25,2,1,1,25,408.505,0
7,0,14,2,1243,21,13,11,3,1,1,30,104.96,0
12,1,41,2,3058,67,23,34,3,1,1,30,226.04,1
11,0,40,3,7205,115,298,31,3,1,1,30,1447.44,0
8,0,39,2,3485,33,51,17,4,1,1,45,213.775,0
8,0,42,3,7518,134,417,52,3,1,1,30,1927.44,0
0,0,38,0,2485,13,177,5,3,1,1,30,864.32,0
7,0,27,0,2985,49,277,17,2,1,1,25,1459.64,0
0,0,33,0,0,0,0,0,4,1,2,45,0.0,1
9,0,33,2,8195,116,135,36,3,1,1,30,882.96,0
0,0,33,0,708,11,27,16,4,1,2,45,90.7,0
0,0,26,0,6085,83,171,25,4,1,1,45,419.75,0
4,0,33,0,5718,94,7,12,2,1,1,25,307.92,1
0,0,34,1,2895,60,279,34,2,1,1,25,1527.555,0
0,0,29,0,345,2,8,2,4,1,2,45,25.275,0
0,0,34,0,770,8,12,13,2,1,2,25,82.95,1
0,0,33,2,6690,108,258,24,2,2,1,25,1507.09,0
15,0,43,3,6123,106,26,21,3,1,1,30,341.68,0
28,0,32,5,16885,252,47,27,3,2,1,30,853.32,0
2,0,33,0,2715,21,478,14,2,1,1,25,217.295,0
0,0,32,0,1230,19,0,6,3,1,1,30,50.04,0
0,0,18,0,2390,29,37,16,2,1,1,25,281.84,0
0,0,38,1,2150,50,163,28,3,1,1,30,808.8,0
7,0,40,2,4690,81,17,30,4,1,1,45,168.575,0
1,0,39,0,862,12,0,5,3,1,2,30,35.44,1
4,0,39,1,11500,160,19,50,4,1,1,45,325.125,0
0,0,38,0,0,0,0,0,3,1,2,30,0.0,1
0,0,35,0,0,0,0,0,2,1,2,25,0.0,1
11,1,37,0,3265,39,5,11,3,1,2,30,155.96,1
22,1,36,0,635,43,15,16,3,1,2,30,90.6,1
5,0,23,1,6870,99,19,24,5,1,1,55,141.76,0
5,0,36,0,3060,57,7,17,3,1,1,30,156.68,0
7,0,36,0,2543,62,31,31,2,1,1,25,240.82,0
5,0,35,0,4390,85,0,23,3,1,1,30,174.08,0
5,0,37,0,1623,31,11,17,3,1,2,30,112.64,0
18,0,33,2,11550,153,13,49,3,1,1,30,510.84,0
10,0,36,0,5303,88,0,9,2,1,1,25,234.305,0
12,0,40,2,4780,90,22,26,3,1,1,30,284.8,0
16,0,30,0,915,40,15,15,2,1,2,25,114.94,1
12,0,33,3,6870,111,26,38,2,2,1,25,394.88,0
17,0,37,1,7073,88,109,33,2,1,1,25,795.72,0
9,0,38,0,2073,36,45,22,3,1,2,30,264.64,0
11,0,25,0,405,19,5,3,2,1,2,25,41.095,0
0,0,14,0,1075,15,21,11,2,1,1,25,140.925,0
3,0,31,0,1990,48,21,19,2,1,2,25,178.795,0
10,0,28,3,6975,124,237,43,2,2,1,25,1495.41,0
11,0,25,0,1440,36,18,13,2,1,1,25,146.825,0
0,0,29,0,0,0,0,0,2,1,2,25,0.0,1
6,0,34,2,7730,121,271,44,2,2,1,25,1528.245,0
16,0,37,0,5673,97,10,10,2,1,1,25,290.57,1
0,0,34,0,1488,52,38,22,3,1,2,30,223.52,0
4,0,14,1,3482,46,32,18,3,1,1,30,287.76,0
10,0,29,0,1405,34,11,12,2,1,1,25,117.495,0
0,0,35,0,405,6,15,6,4,1,2,45,45.375,0
11,0,39,1,4940,97,5,21,3,1,1,30,223.36,0
17,0,41,0,2938,67,36,32,3,1,2,30,280.52,1
6,0,32,0,6700,88,199,30,2,1,1,25,1080.045,0
4,1,36,0,2103,41,52,32,3,1,2,30,284.36,1
0,0,34,0,2220,16,365,9,3,1,1,30,1563.24,0
19,0,40,4,9675,133,165,25,3,1,1,30,1036.24,0
11,0,37,0,3008,62,14,19,3,1,1,30,177.8,0
1,0,36,0,723,6,0,1,2,1,2,25,31.39,1
16,0,35,0,5903,94,10,10,2,1,1,25,307.675,1
0,1,35,0,298,4,7,2,2,1,2,25,56.46,1
6,0,34,2,6498,80,163,33,2,1,1,25,1023.485,0
5,0,23,0,2730,46,30,21,3,1,1,30,221.08,0
4,0,36,0,13998,167,0,38,3,1,1,30,575.48,0
5,0,34,0,338,6,0,2,2,1,2,25,15.54,0
2,1,35,0,13683,160,0,44,3,1,1,30,548.4,0
17,0,17,1,9247,179,71,38,5,1,1,55,257.285,0
0,0,38,0,720,5,9,1,5,1,1,55,30.095,0
7,0,24,1,1350,24,7,9,2,1,1,25,98.685,0
4,0,38,0,2288,56,1,33,1,1,1,15,147.05,0
12,0,41,0,2453,61,17,34,2,1,2,25,176.355,1
14,0,38,2,6843,107,29,31,2,1,1,25,433.795,1
2,0,31,0,6575,72,177,23,3,1,1,30,958.8,0
23,0,42,8,10730,97,21,48,5,1,1,55,179.18,0
9,0,40,0,2018,47,25,27,3,1,2,30,177.56,0
14,1,29,0,1350,37,28,15,2,1,2,25,188.245,1
2,0,38,0,2743,61,14,23,3,1,1,30,175.36,0
0,1,36,0,428,7,8,5,4,1,2,45,39.375,1
7,0,43,3,4210,82,46,36,4,1,1,45,280.425,0
0,0,34,0,0,0,0,0,2,1,2,25,0.0,0
0,0,35,0,1010,27,37,16,3,1,2,30,199.08,0
0,0,36,0,0,0,0,0,2,1,2,25,0.0,1
5,0,37,0,5210,82,0,19,3,1,1,30,217.0,0
0,0,32,0,5075,72,0,11,3,1,1,30,200.4,0
0,0,33,0,1073,14,21,16,2,1,2,25,141.445,0
5,0,35,1,7925,122,389,41,3,1,1,30,1898.6,0
0,0,35,0,3615,75,0,11,3,1,1,30,146.84,0
4,0,32,0,13788,165,1,32,3,1,1,30,564.92,0
6,0,39,0,1813,38,1,6,2,1,2,25,82.945,1
6,0,43,0,448,20,17,13,2,1,2,25,99.18,0
0,0,34,0,2118,59,6,30,1,1,1,15,154.26,0
14,0,43,1,4015,80,17,23,3,1,1,30,226.68,0
1,0,36,0,2373,57,362,25,3,1,1,30,1588.68,0
0,0,5,1,4190,41,235,8,3,1,1,30,1109.96,0
11,0,40,3,7170,116,279,28,3,2,1,30,1465.88,0
10,0,34,2,6598,70,109,36,2,1,1,25,789.07,0
2,0,33,0,3153,69,0,27,1,1,1,15,176.05,0
0,0,12,0,1173,17,0,2,3,1,1,30,49.0,0
5,0,17,0,1105,20,4,6,2,1,1,25,69.205,0
3,0,33,1,2628,70,17,37,2,1,1,25,198.535,0
17,0,17,0,6783,145,79,35,1,2,1,15,793.315,0
14,0,38,2,5968,107,49,32,2,1,1,25,498.14,0
14,0,43,1,6075,102,24,22,3,1,1,30,355.48,0
7,0,40,1,2285,55,251,27,3,1,1,30,1074.48,0
4,0,31,1,7810,127,335,41,2,1,1,25,1843.62,0
4,1,35,0,1448,25,28,16,3,1,2,30,177.76,1
0,0,4,0,448,5,12,9,2,1,2,25,71.38,1
8,0,42,1,2668,68,47,35,2,1,1,25,324.35,0
0,0,34,0,7498,119,389,36,2,1,1,25,2076.37,0
5,0,38,0,1420,18,5,4,3,1,2,30,67.16,1
1,0,37,0,1303,18,25,17,3,1,2,30,156.36,1
0,0,34,0,2390,21,94,15,3,1,1,30,544.36,0
0,0,36,0,1278,12,0,3,2,1,1,25,57.81,0
1,0,38,0,313,4,15,10,2,1,2,25,79.045,1
8,0,35,0,3400,72,38,28,3,1,1,30,306.08,0
4,0,30,1,6310,95,0,13,5,1,1,55,106.4,0
10,0,42,0,7013,117,34,27,3,1,1,30,429.28,0
12,0,39,0,2563,61,36,32,3,1,2,30,250.24,1
0,0,31,0,0,0,0,0,3,1,2,30,0.0,1
1,0,37,0,4030,60,0,11,3,1,1,30,164.92,0
26,1,39,0,730,54,8,19,3,1,2,30,62.76,1
0,0,36,0,1930,37,0,10,3,1,1,30,81.6,0
8,0,39,2,6890,102,23,25,5,1,1,55,126.98,0
5,0,11,2,4795,44,225,15,3,1,1,30,1104.96,0
0,0,36,0,675,5,0,9,2,1,2,25,30.33,1
16,0,42,3,7633,89,125,42,2,1,1,25,899.02,0
0,0,26,0,600,26,9,6,4,1,2,45,40.375,1
5,0,35,0,1733,46,7,16,3,1,2,30,102.44,0
0,0,29,0,2025,45,0,15,2,1,1,25,91.06,0
11,0,38,0,2498,53,359,25,3,1,1,30,1556.56,0
19,0,42,3,4133,85,37,41,3,1,1,30,323.48,0
3,0,22,0,1075,20,7,6,2,1,1,25,86.745,0
2,0,41,0,5618,98,9,12,3,1,1,30,286.96,0
9,0,25,0,2300,35,29,17,3,1,2,30,227.12,0
4,0,38,1,6660,92,10,25,4,1,1,45,172.225,0
0,0,32,0,6185,88,0,18,4,1,1,45,158.125,0
26,0,37,9,10445,91,0,34,5,1,1,55,157.76,0
13,0,42,0,958,26,7,9,2,1,2,25,75.71,1
0,0,35,0,0,0,0,0,2,1,2,25,0.0,1
8,0,41,1,2988,74,17,43,3,1,1,30,188.16,0
0,1,33,0,0,0,0,0,4,1,1,45,0.0,1
10,0,37,0,1953,44,35,24,3,1,2,30,210.08,0
0,1,35,0,648,9,27,5,4,1,2,45,82.775,1
3,0,38,1,11990,162,27,48,4,1,1,45,360.85,0
0,0,35,0,1170,26,0,9,3,1,2,30,45.44,0
0,0,32,3,1220,40,173,17,2,2,1,25,863.445,0
0,0,31,0,0,0,0,0,2,1,2,25,0.0,0
5,1,39,0,2313,49,56,37,3,1,2,30,328.24,1
7,0,42,1,3758,81,17,31,3,1,1,30,223.96,0
0,0,38,0,2825,18,499,17,3,1,1,30,2122.16,0
0,0,34,0,750,12,13,6,4,1,2,45,52.675,1
14,0,28,0,430,27,1,4,2,1,2,25,24.045,0
11,1,40,1,2433,64,34,23,3,1,1,30,229.04,1
6,0,37,0,2730,40,183,19,3,1,1,30,884.72,0
17,0,38,3,6898,113,45,35,3,1,1,30,450.64,0
4,0,13,0,8928,166,62,38,4,1,1,45,382.175,0
7,0,38,0,6523,74,91,35,2,1,1,25,708.43,0
0,1,36,0,4285,79,0,22,2,1,1,25,197.605,1
17,0,36,3,9595,127,158,44,3,1,1,30,1023.76,0
6,1,16,0,1337,21,7,9,2,1,1,25,93.475,1
4,0,23,2,2010,27,21,12,3,1,1,30,165.96,0
9,1,42,0,3473,70,7,24,3,1,2,30,167.52,1
6,0,42,1,7893,135,374,43,3,1,1,30,1905.92,0
15,0,33,1,1893,48,28,22,2,1,1,25,200.795,0
0,0,35,0,1583,26,7,19,2,1,1,25,110.035,0
0,0,35,0,760,10,24,13,4,1,2,45,92.2,0
9,0,36,0,3065,54,21,20,3,1,1,30,195.92,0
2,0,39,0,1285,27,36,19,3,1,2,30,196.4,0
10,0,22,2,1562,32,19,6,3,1,1,30,151.24,0
0,0,26,0,0,0,0,0,4,1,2,45,0.0,0
0,0,23,0,0,0,12,0,4,1,2,45,45.5,1
0,0,31,0,6020,95,0,16,4,1,1,45,161.175,0
10,0,21,0,5885,88,13,20,3,1,1,30,293.56,0
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1
18,0,30,1,15075,218,26,26,2,1,1,25,800.835,0
15,0,17,3,3508,51,49,19,3,2,1,30,332.24,0
5,0,35,1,6900,84,187,26,3,1,1,30,1027.0,0
16,0,32,3,7000,108,18,23,5,1,1,55,129.02,0
13,0,45,2,6873,113,39,38,3,1,1,30,421.84,0
8,0,22,0,1700,39,47,18,2,1,1,25,283.08,0
10,0,29,0,570,26,0,6,2,1,2,25,27.32,0
4,0,17,0,975,18,13,10,2,1,1,25,101.39,0
0,1,26,0,0,0,0,0,4,1,2,45,0.0,1
25,1,30,0,1260,53,16,15,3,1,2,30,118.8,1
7,0,14,1,1897,29,12,8,2,1,1,25,146.355,0
0,0,31,0,0,0,0,0,2,1,2,25,0.0,1
13,0,40,0,405,26,21,7,3,1,2,30,112.08,1
10,0,38,1,1198,15,26,10,3,1,1,30,151.84,0
0,1,34,0,0,0,0,0,5,1,1,55,0.0,1
0,0,35,0,622,10,21,6,2,1,2,25,126.545,0
12,0,40,0,2218,59,45,33,3,1,2,30,262.88,1
10,0,40,2,4243,48,46,38,2,1,1,25,371.89,0
9,0,38,1,1440,34,27,11,3,1,1,30,184.48,0
0,0,24,0,395,18,0,5,2,1,2,25,18.755,0
0,0,39,1,6785,94,217,34,3,1,1,30,1132.36,0
0,0,33,0,0,0,0,0,3,1,2,30,0.0,1
5,0,30,0,6658,72,99,31,2,1,1,25,753.025,0
0,0,25,0,698,18,0,4,4,1,2,45,18.375,1
17,0,41,0,5933,107,25,16,3,1,1,30,333.52,0
8,0,37,2,6565,79,127,37,3,1,1,30,836.52,0
10,0,21,0,1170,28,8,10,2,1,1,25,91.295,0
0,0,35,0,2780,19,469,3,3,1,1,30,1988.0,0
0,0,24,0,6223,115,288,29,2,2,1,25,1648.975,0
3,0,40,1,6795,100,210,30,3,1,1,30,1077.92,0
14,0,29,4,1880,48,15,60,4,1,1,45,70.975,0
6,0,33,0,2695,39,2,7,2,1,2,25,130.06,0
9,0,37,0,4140,71,9,14,2,1,1,25,231.2,0
0,0,30,0,1780,44,39,20,3,1,2,30,221.8,0
3,0,29,0,0,0,2,0,2,1,2,25,8.5,0
15,0,42,2,5413,100,21,20,3,1,1,30,308.88,0
14,0,33,5,9120,128,161,43,3,2,1,30,979.3,0
22,0,38,1,15055,225,49,30,3,1,1,30,819.12,0
10,0,37,2,6945,82,183,34,3,1,1,30,1010.08,0
2,0,35,0,12393,149,0,43,2,1,1,25,564.94,0
4,1,34,0,785,10,16,9,5,1,1,55,40.41,1
11,0,15,2,3697,55,39,19,3,1,1,30,321.76,0
0,0,30,0,1370,26,39,19,3,1,2,30,214.56,1
6,0,38,0,1773,45,32,90,3,1,1,30,211.52,0
8,0,37,1,4085,68,3,2,4,1,1,45,103.7,0
5,0,35,0,12505,157,13,48,2,1,1,25,627.83,0
6,0,41,2,370,9,12,5,5,1,1,55,23.125,0
0,0,23,0,210,5,0,6,2,1,2,25,10.165,1
7,0,27,2,3430,67,7,24,3,1,1,30,169.4,0
0,0,29,0,2700,61,1,33,3,1,1,30,114.84,0
5,0,37,0,645,9,15,4,3,1,2,30,78.28,1
0,0,33,0,3530,18,0,15,3,1,1,30,159.72,0
0,0,34,0,3240,75,0,12,2,1,1,25,151.29,0
0,0,35,0,0,0,7,0,4,1,2,45,15.0,1
7,0,32,3,705,11,17,3,5,1,1,55,41.555,0
3,0,25,0,1175,34,19,12,2,1,1,25,143.395,0
23,0,41,9,10675,89,25,42,5,1,1,55,161.62,0
0,0,35,0,3403,85,0,14,2,1,1,25,172.915,0
6,0,38,2,6915,95,82,45,2,1,1,25,701.575,0
5,0,28,0,1590,32,11,12,2,1,1,25,132.425,0
0,0,32,0,560,11,7,3,3,1,2,30,60.48,1
1,0,35,0,2565,35,21,17,3,1,1,30,1017.2,0
19,0,38,5,10150,94,9,40,5,1,1,55,165.69,0
13,0,40,0,2923,58,2,19,1,1,2,15,168.015,0
0,0,37,0,1798,33,26,25,2,1,2,25,195.925,1
13,0,43,2,2588,62,266,32,3,1,1,30,1248.92,0
0,0,38,0,0,0,5,0,2,1,2,25,18.5,1
13,0,40,1,5918,110,45,32,2,1,1,25,466.94,0
0,0,33,0,1263,17,0,3,3,1,1,30,52.84,0
1,0,32,0,6363,105,220,27,2,1,1,25,1307.66,0
7,0,18,0,2993,45,26,17,2,1,1,25,237.525,0
9,0,38,2,2885,57,297,25,2,1,1,25,1685.57,0
8,0,37,0,2968,64,0,31,1,1,1,15,191.415,0
8,0,40,3,4890,99,47,33,4,1,1,45,238.975,0
8,0,38,3,723,10,24,2,5,1,1,55,47.19,0
0,0,34,0,2330,18,487,1,3,1,1,30,2045.8,0
17,1,37,0,4453,85,0,30,2,1,1,25,193.255,1
7,0,39,0,2368,50,347,17,3,1,1,30,1527.76,0
11,0,39,2,7335,84,142,26,3,1,1,30,885.16,0
9,0,38,1,6755,82,184,25,3,1,1,30,1016.88,0
