Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
0,0,34,0,0,0,0,0,4,1,1,45,0.0,0
6,0,18,1,1803,30,7,17,3,1,1,30,106.8,0
17,0,28,1,1480,41,37,16,3,1,1,30,220.32,0
5,0,38,0,1025,18,17,6,4,1,2,45,66.85,0
10,0,28,0,1500,42,17,18,3,1,2,30,115.68,0
5,0,39,1,3635,77,16,28,3,1,1,30,214.64,0
0,0,34,0,430,9,34,11,2,1,2,25,177.42,0
10,0,36,6,10040,98,0,43,4,1,1,45,253.825,0
6,0,40,1,2513,50,8,28,3,1,1,30,130.8,0
3,0,36,1,2990,31,160,5,3,1,1,30,802.68,0
13,0,23,2,1580,35,13,13,3,1,1,30,121.64,0
24,0,37,5,16180,249,0,83,2,1,1,25,744.35,0
5,1,35,0,12633,154,0,41,3,1,1,30,502.16,0
14,0,44,2,3280,49,34,30,4,1,1,45,184.225,0
0,0,39,0,2380,21,0,15,3,1,1,30,100.64,0
4,0,25,0,5570,88,16,24,4,1,1,45,187.875,0
0,0,14,0,1973,30,23,7,2,1,1,25,198.815,0
6,0,37,0,2433,52,399,25,3,1,1,30,1647.96,0
0,0,36,0,4203,70,0,35,2,1,1,25,199.37,0
24,1,39,0,685,55,7,15,3,1,2,30,73.08,1
18,0,38,0,475,47,10,21,3,1,2,30,77.96,1
0,0,4,0,1773,17,11,8,4,1,1,45,65.575,0
20,0,42,2,3200,67,43,32,3,1,1,30,280.12,0
0,0,33,0,1968,27,0,10,3,1,1,30,81.16,0
9,0,25,0,550,25,5,11,2,1,2,25,46.74,0
11,0,13,2,3163,49,30,25,3,1,1,30,241.76,0
3,0,38,1,7023,123,379,40,2,1,1,25,1960.005,0
10,0,33,3,7265,113,261,31,2,2,1,25,1499.93,0
16,0,39,3,10150,136,17,51,4,1,1,45,307.375,0
10,0,32,3,6660,102,36,22,4,1,1,45,230.075,0
8,0,37,0,4285,84,4,26,3,1,1,30,196.72,0
12,0,37,1,6798,110,39,28,2,1,1,25,478.11,0
0,0,35,0,0,0,0,0,2,1,2,25,0.0,1
0,0,35,0,0,0,0,0,2,1,2,25,0.0,0
12,0,37,1,13908,176,8,65,3,1,1,30,590.52,0
0,0,33,0,3575,77,0,20,2,1,1,25,168.29,0
24,0,31,8,9675,180,111,43,4,2,1,45,371.825,0
22,0,38,5,11535,162,33,54,4,1,1,45,404.6,0
8,0,35,1,7940,126,328,42,2,1,1,25,1700.595,0
0,0,25,0,2780,58,0,23,1,1,1,15,169.685,0
0,0,32,0,11290,142,0,42,3,1,1,30,463.92,0
11,0,34,2,9120,126,137,46,3,1,1,30,961.92,0
0,0,30,0,1235,28,0,18,3,1,1,30,51.8,0
2,0,35,0,4615,69,0,10,2,1,1,25,213.955,0
2,0,40,0,2678,62,3,16,3,1,1,30,124.96,0
17,0,43,4,5703,102,49,27,2,1,1,25,475.445,0
13,0,42,2,2208,59,41,34,4,1,1,45,146.025,0
0,0,36,0,1010,24,0,11,2,1,2,25,46.065,0
13,1,41,0,2738,65,39,47,3,1,2,30,271.48,1
18,0,38,4,9315,127,144,42,3,2,1,30,949.52,0
1,0,34,1,2965,31,495,16,3,1,1,30,2095.52,0
17,0,39,9,10025,93,0,45,4,2,1,45,268.65,0
0,1,38,2,6795,94,21,28,5,1,1,55,133.95,0
2,0,36,2,6785,110,261,30,2,2,1,25,1463.255,0
0,0,7,0,610,11,17,6,2,1,2,25,92.55,0
5,0,43,3,5420,91,58,27,3,1,1,30,405.28,0
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1
21,0,36,4,14980,234,46,34,3,1,1,30,820.04,0
4,0,33,2,7115,88,177,25,3,1,1,30,986.6,0
11,0,40,2,13878,175,7,46,4,1,1,45,435.025,0
2,0,33,0,11000,143,0,29,3,1,1,30,467.48,0
0,0,40,0,590,16,22,8,4,1,2,45,74.6,0
0,0,39,0,0,0,0,0,3,1,2,30,0.0,1
7,1,32,0,1015,19,26,12,2,1,2,25,161.18,1
1,0,38,0,4160,29,250,12,3,1,1,30,1085.88,0
7,0,32,1,6850,94,184,25,2,1,1,25,1052.12,0
4,0,31,0,2505,29,288,11,2,1,1,25,1478.55,0
1,0,36,0,13553,165,0,45,3,1,1,30,547.92,0
1,0,24,1,2055,47,266,13,2,2,1,25,1472.185,0
10,0,39,0,2793,68,20,41,3,1,2,30,188.84,0
8,0,32,0,3255,34,0,6,2,1,2,25,152.925,1
11,0,41,2,2653,68,389,28,3,1,1,30,1635.52,0
15,0,42,2,11135,157,19,53,4,1,1,45,291.6,0
0,0,36,0,0,0,0,0,3,1,2,30,0.0,1
10,0,43,2,4295,70,27,33,1,1,1,15,374.07,0
0,0,34,0,682,7,16,8,4,1,2,45,63.45,0
11,0,43,1,2870,58,374,25,3,1,1,30,1617.0,0
0,0,35,0,0,0,0,0,4,1,1,45,0.0,0
0,0,23,0,0,0,0,0,2,1,1,25,0.0,0
0,1,35,0,2780,64,198,26,2,1,1,25,992.835,1
0,0,34,0,11603,154,2,43,3,1,1,30,470.76,0
0,0,30,0,0,0,0,0,4,1,2,45,0.0,1
3,0,23,1,1780,33,24,13,2,1,1,25,190.275,0
12,0,16,3,2897,47,42,25,3,1,1,30,280.48,0
12,0,36,2,3550,56,62,32,3,1,1,30,390.72,0
0,0,35,0,1265,31,175,16,3,1,1,30,775.48,0
16,0,37,5,8490,125,158,43,4,1,1,45,666.525,0
12,0,19,3,2888,52,29,23,3,1,1,30,246.52,0
4,0,41,0,2383,61,5,28,2,1,1,25,125.19,0
15,0,28,2,3335,60,187,24,3,1,1,30,918.8,0
11,0,40,1,3235,38,489,13,3,1,1,30,2084.36,0
5,0,38,1,2765,49,168,25,3,1,1,30,833.6,0
0,0,35,0,975,21,0,15,2,1,2,25,44.835,0
7,0,21,2,3350,63,7,28,3,1,1,30,162.04,0
4,0,40,0,2343,58,2,25,3,1,2,30,103.8,1
6,0,37,0,315,6,8,2,4,1,2,45,25.25,1
6,0,34,0,965,18,20,10,3,1,2,30,126.48,0
4,0,39,0,2695,14,0,8,3,1,1,30,107.88,0
5,0,38,1,1355,32,189,6,3,1,1,30,820.8,0
12,0,30,0,905,30,16,11,2,1,2,25,115.9,1
14,0,40,3,9280,125,149,42,3,1,1,30,922.44,0
0,0,39,0,1278,19,30,19,3,1,2,30,170.12,0
0,0,34,0,1305,46,319,21,3,1,1,30,1238.4,0
2,0,33,0,2493,51,10,26,3,1,1,30,141.56,0
5,0,37,0,2050,37,32,18,3,1,2,30,222.88,0
25,0,37,4,16090,248,27,84,2,1,1,25,847.575,0
16,0,34,0,2503,67,25,26,2,1,2,25,227.78,1
0,0,27,0,2865,51,0,36,1,1,1,15,178.95,0
8,0,41,0,2353,67,50,32,1,1,1,15,377.435,0
6,0,41,2,3188,81,17,34,3,1,1,30,190.04,0
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1
12,0,40,2,7753,122,372,41,2,1,1,25,1903.3,0
8,0,38,2,7320,123,276,43,3,1,1,30,1382.24,0
0,0,34,0,1318,17,0,5,4,1,2,45,34.125,1
3,0,35,1,3155,25,7,16,3,1,1,30,160.48,0
5,0,35,0,13380,167,0,30,3,1,1,30,540.28,0
0,1,34,0,2785,69,4,23,3,1,1,30,131.0,1
16,0,13,2,6198,139,76,37,2,2,1,25,614.56,0
0,1,36,0,613,12,26,10,2,1,2,25,155.465,1
0,0,36,0,0,0,0,0,4,1,2,45,0.0,0
10,1,37,0,2388,56,52,37,3,1,2,30,304.44,1
5,0,12,4,1955,30,21,14,3,1,1,30,157.88,0
0,0,33,0,0,0,0,0,4,1,2,45,0.0,1
5,0,37,1,7825,133,355,49,3,1,1,30,1626.24,0
11,0,36,0,2615,42,53,24,3,1,2,30,314.8,1
13,0,35,1,4405,61,13,15,3,1,1,30,224.12,0
0,0,9,0,1205,14,14,12,2,1,1,25,118.5,0
2,0,35,0,3115,67,0,21,2,1,1,25,139.175,0
1,0,36,1,4235,70,2,12,3,1,1,30,191.52,0
0,0,38,0,0,0,0,0,4,1,1,45,0.0,0
12,0,39,4,6875,116,280,34,2,2,1,25,1607.035,0
5,0,35,1,11565,162,1,43,4,1,1,45,295.125,0
19,0,26,0,1005,38,16,12,2,1,2,25,118.335,0
17,0,34,4,9375,101,126,42,3,1,1,30,864.36,0
0,0,26,0,0,0,0,0,2,1,2,25,0.0,0
2,0,36,0,333,6,17,2,2,1,2,25,91.81,1
0,0,30,0,5475,80,0,8,4,1,1,45,136.925,0
16,0,25,1,14040,213,48,34,2,1,1,25,905.55,0
0,0,30,0,1045,20,27,9,3,1,2,30,150.12,1
13,0,31,0,680,28,14,14,2,1,2,25,97.3,1
17,0,38,2,4695,86,45,32,3,1,1,30,389.92,0
0,0,7,0,5518,72,0,14,2,1,1,25,240.18,0
2,0,16,1,2833,46,7,16,3,1,1,30,133.28,0
13,0,25,6,3375,59,311,22,3,2,1,30,1305.04,0
11,0,40,2,6963,115,248,41,3,1,1,30,1263.72,0
11,0,38,1,4190,79,7,23,3,1,1,30,183.36,0
12,0,15,2,3157,48,38,27,3,1,1,30,282.72,0
3,0,20,1,1555,28,29,15,2,1,1,25,208.64,0
0,0,34,0,3935,86,0,23,3,1,1,30,159.08,0
0,0,38,0,335,6,7,2,4,1,2,45,27.275,0
10,0,34,2,7073,86,125,40,2,1,1,25,888.415,0
0,0,37,0,6675,87,178,19,2,1,1,25,1057.04,0
4,0,39,1,2865,37,361,13,3,1,1,30,1627.44,0
19,0,46,2,9433,124,147,42,3,1,1,30,957.48,0
20,0,34,3,14885,216,49,29,3,1,1,30,807.16,0
0,0,27,1,1505,36,254,19,2,2,1,25,1271.25,0
10,0,40,0,300,14,17,5,3,1,2,30,80.44,0
8,0,36,1,2775,37,204,14,3,1,1,30,977.88,0
0,0,23,1,6575,98,142,24,2,2,1,25,880.005,0
11,0,40,2,2785,51,7,18,3,1,1,30,149.92,0
29,0,41,2,11940,173,37,52,4,1,1,45,421.975,0
0,0,20,0,1003,22,29,14,2,1,1,25,189.885,0
14,0,40,4,7633,131,381,44,3,2,1,30,1890.48,0
4,0,34,1,315,6,7,2,4,1,1,45,26.275,1
0,0,36,0,0,0,0,0,4,1,2,45,0.0,1
3,0,36,0,5133,86,0,5,2,1,1,25,230.31,0
0,0,37,0,0,0,0,0,2,1,2,25,0.0,0
10,0,37,1,14170,173,16,45,3,1,1,30,613.2,0
4,0,33,1,6823,97,18,23,5,1,1,55,145.195,0
1,0,36,0,545,6,0,2,4,1,2,45,15.8,1
21,0,37,5,9865,143,158,54,3,1,1,30,1033.2,0
4,0,36,1,3670,83,6,28,3,1,1,30,167.68,0
0,0,35,0,660,11,2,6,3,1,2,30,38.16,0
0,0,30,0,6950,95,0,12,4,1,1,45,176.4,0
0,0,11,0,813,13,23,11,2,1,1,25,134.495,0
5,0,37,1,2920,48,189,23,3,1,1,30,904.68,0
19,0,43,5,4935,89,49,38,3,1,1,30,382.88,0
5,0,35,0,915,13,18,7,4,1,2,45,62.875,1
3,0,37,0,1703,25,0,4,4,1,2,45,45.425,0
15,1,37,0,2343,52,25,33,3,1,2,30,176.72,1
7,0,25,0,1170,35,15,17,2,1,1,25,122.085,0
13,0,38,6,10320,79,0,39,4,1,1,45,260.25,0
6,0,41,0,813,18,21,13,3,1,2,30,121.4,0
5,0,37,2,6810,102,26,29,5,1,1,55,132.895,0
0,0,32,1,6853,97,24,25,2,1,1,25,433.045,1
5,0,38,0,580,12,39,10,3,1,2,30,188.16,1
0,0,28,0,1030,31,258,11,2,2,1,25,1158.425,0
6,0,30,0,313,7,7,2,2,1,2,25,46.44,0
2,0,34,1,3078,75,26,30,2,1,1,25,276.1,0
2,0,17,0,1155,15,11,5,2,1,1,25,100.855,0
8,0,39,1,3785,80,39,35,2,1,1,25,320.135,1
0,0,32,0,0,0,0,0,2,1,2,25,0.0,1
0,0,32,0,623,17,0,8,2,1,2,25,27.995,0
17,0,33,0,5913,98,6,10,2,1,1,25,298.285,0
4,1,35,0,2273,60,33,24,3,1,2,30,220.92,1
4,0,35,2,7233,125,327,30,2,2,1,25,1788.97,0
0,0,23,0,1230,42,0,15,2,1,1,25,54.21,0
15,0,17,0,8873,172,65,36,5,1,1,55,259.79,0
14,0,33,1,4238,85,21,28,3,1,1,30,263.36,0
4,0,37,2,6850,91,8,25,3,1,1,30,305.24,0
6,0,40,0,903,18,19,13,3,1,2,30,112.84,0
8,0,36,1,4595,72,18,18,3,1,1,30,262.84,0
0,0,24,0,1270,35,22,18,2,1,1,25,156.82,0
0,0,11,0,850,14,15,8,2,1,1,25,103.585,0
0,0,31,0,2530,16,474,4,3,1,1,30,1969.16,0
0,0,35,0,6323,80,0,12,3,1,1,30,247.96,0
8,0,17,1,2913,51,29,23,3,1,1,30,224.28,0
3,0,36,0,2768,62,0,34,1,1,1,15,158.535,0
5,0,39,1,6600,111,296,25,2,2,1,25,1553.58,0
5,0,38,2,1868,42,50,17,4,1,1,45,189.525,0
23,0,39,6,10155,113,17,46,4,1,1,45,337.75,0
5,0,36,0,9368,115,372,40,3,1,1,30,1862.68,0
8,0,45,2,4595,84,197,30,3,1,1,30,996.12,0
0,0,34,0,0,0,0,0,2,1,2,25,0.0,0
16,0,39,2,7273,126,271,42,2,2,1,25,1544.885,0
12,0,42,2,7063,118,270,44,2,2,1,25,1516.715,0
9,0,43,2,6313,83,16,33,2,1,1,25,384.375,1
0,0,34,0,405,6,0,2,3,1,2,30,16.44,0
8,0,37,0,2693,67,9,31,1,1,1,15,197.85,0
15,0,24,1,14485,210,6,27,2,1,1,25,671.46,0
11,0,29,0,4195,66,7,24,2,1,1,25,233.58,0
27,0,39,5,10870,104,10,45,5,1,1,55,172.7,0
14,0,30,1,1395,41,163,12,2,2,1,25,839.495,0
21,0,38,1,14930,222,12,77,3,1,1,30,699.48,0
2,0,35,0,895,23,27,14,2,1,2,25,168.135,1
9,0,37,1,3480,66,21,29,3,1,1,30,221.12,0
0,0,3,0,1800,25,7,13,3,1,1,30,96.48,0
2,0,34,1,1113,4,13,3,3,1,1,30,92.04,0
9,0,38,0,1903,39,28,62,4,1,1,45,111.275,0
8,0,37,1,5058,84,22,24,2,1,1,25,350.175,0
0,0,35,0,5978,78,15,35,1,1,1,15,429.435,0
2,0,36,0,15675,177,138,32,2,1,1,25,1307.82,0
0,0,37,1,4258,66,0,39,2,1,1,25,190.845,0
2,0,32,0,1598,43,37,19,3,1,2,30,210.64,0
0,0,31,0,2040,44,259,19,3,2,1,30,1113.04,0
10,1,35,0,3065,50,24,29,2,1,2,25,249.84,1
2,0,33,0,13963,168,0,44,3,1,1,30,562.28,0
9,0,41,2,3368,76,43,38,3,1,1,30,290.36,0
31,0,38,9,16680,252,12,84,2,2,1,25,796.53,0
0,0,36,0,6305,90,21,22,2,1,1,25,397.425,0
1,0,43,0,1145,25,18,12,4,1,2,45,67.575,0
8,0,16,1,3042,52,37,22,3,1,1,30,266.88,0
7,0,31,0,1015,21,19,6,4,1,2,45,77.775,0
14,0,32,2,15995,197,185,29,2,1,1,25,1560.65,0
0,0,29,0,665,1,44,2,2,1,2,25,210.075,0
27,1,45,4,11310,161,27,48,4,1,1,45,362.225,0
21,0,35,8,10670,94,0,43,4,1,1,45,255.825,0
5,0,37,0,4593,81,14,24,3,1,1,30,236.88,0
11,0,39,0,1763,41,31,17,3,1,2,30,186.24,0
5,0,36,0,1978,47,26,11,3,1,2,30,189.0,0
6,0,37,1,2958,74,1,26,3,1,1,30,133.68,0
0,0,37,0,0,0,0,0,5,1,1,55,0.0,0
13,0,29,1,1500,35,22,10,2,1,1,25,162.65,0
11,0,17,1,9268,177,103,43,5,1,1,55,282.225,0
4,0,34,0,2850,29,178,12,2,1,1,25,888.725,0
5,1,42,0,875,21,38,10,3,1,2,30,169.88,0
11,0,44,0,2343,64,262,26,3,1,1,30,1149.72,0
12,0,37,3,7210,119,262,36,3,1,1,30,1428.16,0
3,0,28,0,1223,33,18,10,3,1,2,30,110.48,1
0,0,32,0,403,6,0,2,4,1,1,45,10.225,1
5,0,35,0,1353,20,8,7,2,1,2,25,91.375,0
13,0,27,0,955,26,17,15,3,1,2,30,103.44,1
11,0,38,1,1555,31,22,7,4,1,1,45,85.9,0
0,0,34,0,2088,54,353,21,3,1,1,30,1536.48,0
10,0,41,1,8803,144,69,45,3,1,1,30,624.08,0
13,0,42,1,6895,73,109,42,2,1,1,25,798.445,0
6,0,40,1,1045,15,11,2,3,1,1,30,86.96,0
3,0,16,1,5190,31,218,11,3,1,1,30,1016.68,0
0,0,36,0,0,0,0,0,5,1,1,55,0.0,0
0,0,9,0,1798,19,0,6,3,1,1,30,72.44,0
6,0,33,1,2593,39,266,18,3,1,1,30,1190.84,0
0,0,11,0,14162,174,93,41,4,1,1,45,423.05,0
5,0,35,1,3000,23,7,14,3,1,1,30,148.68,0
5,0,36,0,3435,54,0,29,3,1,1,30,136.08,0
6,0,35,0,733,13,36,14,2,1,2,25,189.87,0
19,0,46,3,7113,117,29,41,3,1,1,30,401.8,0
26,1,37,0,955,48,27,19,3,1,2,30,147.84,1
3,0,36,0,6023,91,15,18,2,1,1,25,339.875,0
0,0,26,0,2480,55,0,25,3,1,1,30,100.8,0
0,0,34,0,438,7,0,2,3,1,1,30,17.92,1
6,0,35,1,1803,42,14,17,3,1,1,30,123.04,0
7,0,38,1,11928,157,11,47,4,1,1,45,317.75,0
0,0,23,1,0,0,0,0,2,1,1,25,0.0,1
10,0,24,1,1790,36,39,27,2,1,1,25,251.32,0
10,0,36,0,3833,82,48,32,2,1,1,25,399.655,0
4,0,31,0,5318,92,16,14,2,1,1,25,309.52,0
9,0,43,1,5683,85,9,20,3,1,1,30,255.36,0
7,0,39,0,2638,63,14,39,3,1,2,30,166.92,0
0,0,36,0,0,7,0,0,2,1,2,25,4.5,0
7,0,38,1,4565,67,7,36,1,1,1,15,298.935,0
7,0,40,0,913,17,31,10,3,1,2,30,163.6,0
8,0,39,0,3065,58,0,17,3,1,2,30,124.08,0
1,0,34,0,2380,39,0,11,3,1,2,30,94.88,0
16,0,25,1,15685,230,0,75,2,1,1,25,716.445,0
1,0,39,0,1903,40,12,16,3,1,2,30,119.36,0
0,0,31,0,2375,10,0,22,2,1,1,25,102.05,0
0,1,32,0,945,8,7,6,3,1,2,30,71.8,1
10,0,27,0,1380,30,22,11,2,1,1,25,178.11,0
0,0,27,0,0,0,0,0,2,1,2,25,0.0,1
0,0,35,0,4425,75,0,14,2,1,1,25,199.855,0
5,0,40,0,965,23,17,10,3,1,2,30,102.6,0
0,0,34,0,1235,18,194,3,3,1,1,30,907.48,0
10,1,43,2,6795,88,115,40,3,1,1,30,777.36,0
6,0,38,0,2623,57,0,31,1,1,1,15,158.17,0
12,0,20,2,2923,48,20,14,3,1,1,30,180.08,0
0,0,36,0,305,6,3,3,2,1,2,25,31.21,0
0,0,34,0,2163,50,236,17,2,1,1,25,1179.96,0
0,0,36,0,0,0,0,0,2,1,2,25,0.0,0
6,0,34,0,653,11,29,12,2,1,2,25,174.585,0
11,0,35,0,1453,30,28,14,3,1,2,30,183.6,0
0,0,39,0,550,9,0,6,2,1,2,25,25.795,0
0,0,34,0,0,0,0,0,5,1,1,55,0.0,0
10,0,32,0,785,23,14,7,2,1,2,25,104.035,0
0,0,36,0,739,14,8,12,2,1,2,25,72.13,0
9,0,34,0,2110,46,13,20,3,1,2,30,135.76,0
0,0,38,0,11500,145,0,43,3,1,1,30,460.0,0
15,0,43,2,968,25,7,60,2,1,1,25,73.43,0
10,0,35,0,2668,61,8,25,3,1,2,30,136.92,1
8,0,36,0,13720,166,0,43,3,1,1,30,551.36,0
6,0,39,0,843,17,8,8,4,1,2,45,40.375,0
31,0,47,9,15350,235,58,47,4,1,1,45,642.175,0
5,0,37,3,6510,97,203,27,3,1,1,30,1069.32,0
14,1,39,0,2505,52,322,21,2,1,1,25,1563.545,1
11,0,39,0,2578,59,362,24,2,1,1,25,1742.005,0
7,1,36,0,2158,49,26,18,3,1,2,30,175.52,1
8,0,40,1,2690,52,363,24,2,1,1,25,1945.035,0
0,0,34,0,0,0,0,0,2,1,2,25,0.0,0
11,0,36,0,4108,88,7,9,2,1,1,25,212.835,1
7,0,18,2,935,24,6,10,3,1,1,30,69.04,0
22,0,30,3,16035,238,0,83,2,1,1,25,727.815,0
5,0,29,0,1930,36,26,20,4,1,2,45,110.325,1
1,0,36,0,2250,32,264,14,3,1,1,30,1109.84,0
19,0,38,6,15935,235,0,78,2,2,1,25,727.765,0
2,0,34,1,3770,80,3,28,3,1,1,30,154.72,0
1,0,32,0,1265,45,4,16,3,1,2,30,61.4,0
0,0,35,0,0,0,0,0,5,1,1,55,0.0,0
1,0,33,0,1825,35,0,8,3,1,2,30,74.84,1
14,0,41,3,15775,228,0,80,4,1,1,45,464.275,0
12,0,18,0,8978,174,76,43,4,1,1,45,397.625,0
15,0,34,3,14370,211,16,76,2,1,1,25,708.15,0
9,0,34,0,2590,38,23,12,4,1,2,45,131.975,1
7,0,40,2,2413,46,7,20,3,1,1,30,125.56,0
6,1,39,0,2485,27,9,12,2,1,2,25,151.355,1
9,0,23,0,1005,32,10,14,2,1,1,25,86.18,0
8,0,36,1,4710,79,3,23,2,1,1,25,223.28,0
7,0,24,0,1610,32,26,26,2,1,1,25,168.56,0
19,0,35,8,10270,86,0,39,4,1,1,45,261.55,0
5,0,36,0,2245,45,190,20,2,1,1,25,884.68,0
0,0,28,0,1205,31,27,14,3,1,2,30,169.16,0
9,0,18,0,905,22,28,9,2,1,1,25,175.405,0
24,1,24,0,870,47,16,17,2,1,2,25,129.885,1
2,0,36,0,435,8,7,4,3,1,2,30,47.2,0
10,0,36,0,2678,54,24,39,1,1,1,15,283.91,0
0,0,9,1,2748,35,16,14,3,1,1,30,163.8,0
3,0,31,0,1390,40,26,22,3,1,2,30,156.2,0
13,0,31,3,7100,103,25,25,5,1,1,55,135.82,0
6,0,32,1,4950,87,16,26,3,1,1,30,267.12,0
17,0,39,0,13375,167,34,39,3,1,1,30,679.68,0
5,0,37,0,6095,85,193,22,3,1,1,30,1004.92,0
5,0,33,1,3730,80,29,28,3,1,1,30,266.68,0
5,0,41,1,3083,51,273,22,3,1,1,30,1236.04,0
12,0,43,0,2388,56,317,21,3,1,1,30,1467.36,0
7,0,17,0,900,15,19,4,2,1,1,25,122.09,0
2,0,37,0,6793,80,0,14,2,1,1,25,273.635,0
0,0,33,0,10948,139,7,33,4,1,1,45,290.375,0
1,0,34,0,1840,29,188,15,3,1,1,30,822.32,0
11,0,38,2,2980,44,306,18,3,1,1,30,1419.2,0
16,0,31,1,15550,228,0,76,2,1,1,25,712.49,0
5,0,29,0,1140,30,15,13,3,1,2,30,107.32,0
8,0,38,1,12690,164,11,47,4,1,1,45,347.6,0
0,0,34,0,1483,17,0,12,3,1,1,30,57.12,0
1,0,26,0,1608,36,26,23,2,1,1,25,193.73,0
5,0,12,2,2908,46,27,20,3,1,1,30,230.52,0
5,0,29,0,1135,27,27,10,2,1,2,25,169.785,0
8,0,41,1,7123,135,381,47,2,1,1,25,2033.035,0
13,0,31,1,2090,37,8,14,3,1,1,30,113.76,0
